C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_44_045.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_44_045.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_44_045.jpg, 0, 0, 0, 7.819243E-05
C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_44_248.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_44_248.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_44_248.jpg, 0, 0, 0, 7.833242E-05
C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_44_381.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_44_381.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_44_381.jpg, 0, 0, 0, 8.040241E-05
C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_44_497.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_44_497.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_44_497.jpg, 0, 0, 0, 8.067816E-05
C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_44_634.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_44_634.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_44_634.jpg, 0, 0, 0, 7.827445E-05
C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_44_775.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_44_775.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_44_775.jpg, 0, 0, 0, 7.891157E-05
C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_44_877.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_44_877.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_44_877.jpg, 0, 0.3014823, 0, 0.3562981
C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_45_022.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_45_022.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_45_022.jpg, 0, 0.681909, 0, 1.217963
C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_45_154.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_45_154.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_45_154.jpg, 0, 1, 0, 2.852068
C:\Users\prana\Downloads\simulator-windows-64\data\IMG\center_2024_01_10_18_56_45_269.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\left_2024_01_10_18_56_45_269.jpg, C:\Users\prana\Downloads\simulator-windows-64\data\IMG\right_2024_01_10_18_56_45_269.jpg, 0, 1, 0, 4.263334
